Column1,Column2,Column3
?Kirito,保密,"其实我觉得法海之所以带许仙去寺庙是因为算到了白蛇会水漫金山吧，对人间不利，但是却没想到是因他带走许仙而起的，最后打赢了之后表现出了后悔，因为刚开始白蛇来到人间只是好言相劝，后来又偷了灵芝也没多说什么，法海只是想阻止吧，守护人间，算到了结果，结果还是因他而起
虽然这只是我觉得的"
叔本山人,男,B站第一次买票的，支持粤剧
玉如言,保密,"买了，但没看！[藏狐]
未曾设想的道路，本打算今天悠悠闲闲好好看看，没想到啊！
[热词系列_不愧是你]"
叔本山人,男,支持一下广东粤剧！??
?Kirito,保密,"结局和开头对应上了，再看一遍开头的感觉完全不一样，结局是白娘子愿为了他再困千年，许仙照顾孩儿再塔外等她百年，等到莲花开修行，再续前缘，
很值六块，很美，美到哭，水袖很惊艳，打戏超流畅，细节很多，鹿仙重情重义，法海苦口婆心，许仙照顾孩儿没有踏进寺庙，也不算是负心汉了，[大哭][大哭][大哭][大哭]
太美了，每个人设都塑造的很好了"
心闲天地宽,保密,"真的好美～语言和剧类不是阻碍,真正传统文化的魅力得到了宣扬,用心就会出来老少皆宜的佳作。"
KarsonF,男,广东人特意来为此剧打call！[打call]
农村健身指导员-X,男,[支持][支持]#白蛇传·情#
望舒瑜,男,终于等到了[大哭][笑哭][笑哭][笑哭]
bendee1985,保密,很可惜当时没有时间到电影院看。
新青年1029,男,看不了啊?
张小七zyt,女,超棒的
石头剪刀布-RSP,保密,我觉得你说的特别好，我小时候陪着姥姥看戏也就是因为听不懂，所以看得少。长大以后我想为什么不能跟电影一样。
CASTLIGHT,女,卧槽 小破站怎么什么都有啊[大哭]
亓官一梦,保密,太好看了，后半段给我哭惨了
老板快点,保密,"看了粤剧的白蛇传
再来看看川剧的白蛇传 BV1Ps411i7yr 吧！
你们的小青太可爱了[打call]"
嘻嘻圆啊圆,女,毕业答辩后就立刻去看的他，我真的深受震撼
黑大帅狂吃脑白金,保密,https://www.wjx.cn/vm/wTwUeYo.aspx 看过电影希望大家帮忙填填问卷呀，是和白蛇传有关的！救救孩子的大创叭orz！
王越扬,男,没意思
⊙。0,保密,第二次购买~~几天不听浑身难受[微笑]
灯夜游乐春,女,"没必要，修炼千年，临成仙只差一步。
法海虽冷，未必渡许仙，而是怜她千年
可惜情生缘起，纵被无情负，心善心软，甘受塔下苦。
千年岁月长，却清冷孤苦。人间百年短，情字惹人醉。
与那人不过短暂的痴迷，无需担上一世修行。多见痴情女，多见负心人。
说来说去，还是最喜欢李碧华所写版本
看破虚伪，勘破痴枉。"
被什么蛊惑,男,后悔没去看了，裂开了，当经济条件不怎么好
幻夜小白,保密,就想问一下为什么买了还有时限？[笑哭]
无忌gl,男,大会员都不给我再看一次[大哭]
Red-Raven,保密,啊吧啊吧
账号已注销,保密,卧槽牛逼
Xx景明和春xX,保密,第一次花钱买电影[脱单doge][脱单doge][脱单doge]
kinland0708,保密,终于来了
Newhand,保密,英文字幕能不能安排上啊？有外国有人想看
啷个几个,保密,什么时候免费
天依殿下锦衣卫在此,保密,看我只想去听法海你不懂爱[OK][OK]
feiziyouren,保密,买了只能在七天内看？七天之后又要买？
の羽落の,男,拍的真好 戏腔真的绝了[打call][打call][打call][打call]
殇丶晓赖,保密,是不是粤语不太准？听着和粤剧有点语音的差别，还是原本就是这样设计的呢？有专家可以帮忙科普一下吗？
九阙萦歌,保密,布袋戏也可以这样拍真人版啊！
蓝雨魂CC,保密,冲了冲了 12值得  之前一直没时间去电影院，有时间去 又没拍片。
非蓝珞齐,保密,[哭泣]看完了，愣是给咱看哭了，泪点好低。但是确实在有特意的关注后发现，这一场故事里没有谁对谁错，不论法海还是许仙，还是建议大家看的时候不要带入固有的看法去看，试着去看角色的台词对话，再思考，如果我们就是那些角色，我们会怎么样。[doge]顺便，我要是突然也看到愣大个蛇在自己家，我也会吓死的，我觉得许仙跟法海走，完全就是自己心里都还没个底，后来看到白素贞来救他他才真切意识到，比起娘子其实是蛇妖，其实他更在意的还是白素贞这个人，才会求小和尚放他离开。总之体验挺不错的，如果真的是评论区说的那样，电影删减了许多剧情，那就不奇怪为啥我会绝对有些不足了
摩三三,保密,看哭了几次[大哭]
选择大于努力953,保密,你不能拘禁了别人老公，还不让人反抗。法海这厮是因，水漫金山是果。
非蓝珞齐,保密,[捂脸]我们这小地方，县城里根本没有排片，市里也没有，太难过了，就只能等平台上线
崔懒懒要勤奋,男,支持是支持，但是为啥买了只能7天内观看？？？[热词系列_知识增加]
喵双籽,保密,为什么不能投屏…想在电视上播放给家里人看的…
mhhpctop,保密,我直接吹爆，看电影的第一眼像极了当年看宫崎骏爷爷的《天空之城》《幽灵公主》的感觉。想哭[给心心][给心心][打call][打call][脱单doge][脱单doge][微笑][大哭][大哭][大哭][大哭][大哭]
泡菜加烤肉来点,男,简直就是天花板
不蒸豆包争口气,女,只要不能买断我就不买，要不然感觉亏亏的
盈虚者莫消长,男,断桥不断肝肠断
抹茶不吃甜,保密,去年刚好和闺蜜去看了，现场感受很好
泉团长,男,好耶！
傅培新,保密,原来这么多人看的吗！！
白竹科小毛驴,保密,买过了还要买吗？
零_office,保密,佛祖为什么出手救白蛇，就是因为给个面子菩萨。我能说雷峰塔是个神器吗，挡住天道的天劫。正所谓祸害苍生（水漫金山，百姓受灾），而遭天遣。
公瑾邻居,保密,上课老师放的
吓唬九馕的喵酱,保密,我去电影院看的那场人还是可观的 ，而且基本上年轻的小姑娘比较多，但是只上了三四天 ，所以就刷了两次。
abieng,男,广东靓仔前来观影[脱单doge][脱单doge]
小葛小葛不能瘫着,女,还好，这种感情没有很杀我。我要的是坚定不移被选择的爱，不是遇到问题听信他人的话被放弃的爱，谢谢。
YAOQING团子,女,只要你看白蛇传·情 我们就好好朋友
此生必娶王大娘,保密,小青好可爱 啊啊啊啊啊 啊啊啊啊啊啊
曲長風,男,和追光的商业电影比，这，才是，民族的世界的，视效总监来自澳大利亚！看了一会，虽然听不懂粤语，音乐旋律和黄家驹的歌一样勿懂取悦
白镜湖,女,和姐妹去电影院看过了，还是不错的，青姐台词真帅啊。还有最讲理法海，其实希望时长再＋点，把开头结尾细细讲讲。
恭迎真武大帝,男,小青演的真好
UP主的执事,保密,这个片子比少儿同性早恋教育片强的不是半点
蘭陵笑笑小生,男,不是我喜欢的类型，但是艺术形式给个三联不过分
杞国叹,保密,56分2秒是超音速的音障云？
爱你爱你啊给你,男,服化道，场景特效打斗都很美，遵循了传统的文化艺术，又融入现代科技创新手法，真的是绝美～
非実在人,保密,第一次看戏曲电影，好好玩啊[笑哭]
鲨鱼1234,保密,看完后让我又愿意相信爱情了[大哭]
惜别离泪沾衣,保密,刚进来，纯粹的小白，只看了一点片头，不知道怎么看下面的。
我只负责路过,保密,影院上映的时候，我们这只有一两个影院放映，而且排片都是在19点左右，我下班都20点了，所以错过了。这粤剧电影挺有意思的，一直很期待，等了好久终于等到了，感谢B站“圆我的愿”。也希望中国文化都能多多传承下来。
三七大教主,保密,我看了戏剧现场！！！！赞爆！！
哎哟不错哦呢,男,我来凑第8000条评论[微笑]
小李这名字也被人用了,男,蛇命贵[打call]
吉利草拨清波,保密,血书跪求发行实体蓝光碟！！！qwq北方地区完全没有排片的人哇哇哭
天鸿域鉴,保密,真好真好啊
大耳朵的狗黑黑,保密,非常用心 好精致 非常好看 很感人 好棒 拍这部片的人都很棒 好评
飞起的麦子,女,靠，之前不是大会员就可以吗，点了追剧准备过几天来看，结果要钱了？？？
萌自天然来,保密,这是我目前觉得最好的一版白蛇故事了，既忠于传说，又丰满了人物故事，唯美、精彩。
xaw0016,保密,6元买了一次，又想看了再买了一次，以后想看会继续买下去，这是对国粹艺术的小小支持，只要这电影在，就一直支持下去。
蓝天梦境,男,艹，刚想和我妈一起看，跟我讲过期了。我还没看过呢
篮球运动伤膝盖,男,刚开始刷剧的时候，觉得法海改的还不错，有人情味多了。但是N刷之后在53:04那里说的话不就等于看到一个人长的满脸横肉力大无穷就说他现在虽未害人，但日后必是作奸犯科之辈，应当现在打杀了他以绝后患？？？这么一脑补，我觉得就没法和法海共情了啊[热词系列_知识增加]这比不教而诛更恶劣了呀
青苗0407,保密,上映的时候我这里没有排片好难过，B站太棒了，果断花钱，太美了！
送笑地天地人,保密,想在电影院看，荆州根本没排片
高云扎西,保密,唯一点，妆有点蒙圈
梦境怪人,保密,我在电影院刷了3遍
俨然慧慧,保密,体验了一把粤剧电影，很棒[打call][打call][打call]
虚数之树如是说,保密,打卡
章鱼丸子23336,保密,终于买版权了我等了好久了[大哭]
你的展少,保密,支持一下我们的粤剧文化！够创新！也拍得挺好的！[打call]
泠泠七呀,保密,终于等到了！！！！
执笔的蛇,男,相信我，虽然现在大部分的年轻人对这些传统戏剧类的不太感兴趣，但依然有特别多特别多的年轻人，非常喜欢的。
执笔的蛇,男,虽然看这个花了我36块钱，但确实值得，回味无穷。
澜干十二曲,保密,看一遍词曲和表演，看一遍弹幕，再看一遍专门截屏[打call]
山月不移,保密,这6块还带过期的嘛
魔星街森,保密,无论是服化道，还是配乐戏曲都完美啊，还有演员的一言一行都经过多年的功力才有这么流畅优美动作。9.9分！还有0.1是怕你骄傲！
小马甲穿久了,女,几年前就看过剧院版，跌宕起伏特别抓人。 电影院虽然只有自己看，但也看得十分过瘾。曾院的功力更胜从前。小破站上了还是想看！
啊雪☆,女,打卡打卡呜呜呜
钢铁意志打工人林修,保密,我百度上都没办法轻松的找到资源。。。
BOOMAshadow,保密,以前只看过京剧的，原来粤剧也很美
人间普通指南wk,女,之前都不知道有这部电影，偶然在哔站看到被惊艳了，刚好院长在宁波巡演，果断买票了
弦月洋葱圣骑士,保密,没钱啊
盖尔贝勒斯,男,"开幕时估计是没有定调好，也可能是没有经验，也可能是为了让更多员工出境演出还原剧场话剧，镜头用得不是很好，尤其是歌曲结尾时把全部人收入镜头的画面，太舞台化。
白素贞到许仙被困的殿内战斗时，为了展示演员水袖舞功底，画面的形式重复度有点高，扇灯镜头重复也多。
水漫金山时，水体特效粒子没用好。（特效公司的问题，对其妥协的问题）
两姐妹落水都是相同的角度拍摄和相同姿势，画面张力和效果有所欠缺
个人对“姐姐”两字用双阳平声的读法始终难以习惯（我知道，但正是因为知道，所以才没有韵律的双阳平声读法不喜，话剧那种缺少音乐的时候双阳平声姐姐，但戏曲时就难以接受
姉zi，姊zi，都是姐姐的意思，粤语虽然有保留读法，但写一般都写成姐。化繁为简和当前教育下，都合拼为姐的异体字，老一辈都很少用了。也就香港这种要搞正字运动的地方会去搞不痛不痒的较真。"
席沐风,保密,好想看(?▽?)
qiuxia10000,保密,看起来好像不错诶，但为什么是全粤语的，看不懂诶。[藏狐][藏狐][藏狐][藏狐][藏狐]
被什么蛊惑,男,我只想知道 买了能投屏吗
007652,保密,请问购买后能不能投屏播放？
大大非洲酋长,保密,之前在电影院带着外婆妈妈一起看的，都说很好看，真的非常非常棒了
皎然云,保密,买完7天后不能再看了吗？还要重新购买吗？
真-海盗帽子,保密,请问下，这个“佛”字，到底发哪个音，法海是：斧。最后的唱段却变了，，，
温-华,保密,我突然发现一个问题，戏曲本身也是把故事通过他自己的艺术形式表现出来，不是说戏曲非要在戏台上咿呀，再叫戏曲，如果能在电影里把心中对环境的想象表现出来不也很棒嘛（突然发现自己好像不知道自己在说什么）
25,保密,真棒啊，补一张票，虽然不是很懂身段啊唱功啊之类的，但是真的感谢主创给我了一段美的享受
亚历山大-新之助子,保密,我爱哔哩哔哩[给心心][给心心][给心心]
一匹山羊z,女,中国戏曲是世界文化遗产吗
孤魂黎黎,保密,不管是执着钱，执着权，还是执着情，太执着总不是好事，人如果太执着，一生都不得安宁，但幸好人就活几十年，再执着几十年后还是成灰。可白素贞不是，她修炼了千年，法力高强，怀着身孕都能为许仙盗仙草，水漫金山，情深义重，如果再让她越陷越深，总有一天会铸成真正大错。所以在这部电影里，我觉得法海没有错，而且他也不是一上来就动手，人劝了三回，先劝白素贞，后劝许仙，白素贞和小青去要人，他又劝了一回，他一开始是真想和平解决问题的。
澄小姐不沉,保密,疫情没能去电影院看，冲个大会员买来看了[打call][打call][打call]
Rosaye,保密,美哭了，虐哭了！很有张力！说实话，本土生广州人，但后知后觉，看别人发朋友圈的时候好像已经没在影院上映了，遗憾！其实，如果我知道，一定会去看的。中女一名，小的时候会陪我外婆去听戏，觉得闪闪发光的戏服太美了[滑稽]长大了，我也喜欢听昆曲，所以艺术不分家的。希望以后能有更多这样的艺术品涌现！
Fire_Fight,女,啥时候安排帝女花[星星眼]
Rainbow仔阿仔,保密,请问广州什么时候可以看舞台版的
心智鱼群,保密,付费完必须七天内看完吗？
林风见晚,女,五个月了你终于上了55555555
FunZCR,保密,这个片子说是打算细水长流常驻影院的
FunZCR,保密,牛逼！
老白Weiss,男,希望给这个电影加上英文字幕，我想给我的外国朋友看看！[喜欢][喜欢][喜欢]
这样就很好i,男,啊    我花钱买了  忘看了   结果到期了   太难受了[大哭]
庸的胸大肌,保密,来几个小孔雀湛江艺校的
大将军吃土豆,保密,完全不知道电影院有这部 还一直在期待着上映
众行师有,保密,看过电影版的，强力推荐看舞台版的，个人认为舞台版的表演比电影版的表演更显粤剧的精粹，更精彩
1992静笃,保密,可以投屏看吗？
随便叫什么名字啦,保密,有点想听帝女花唉，白蛇传从小到大看这个听这个故事太多了，所以在犹豫要不要买( ╯▽╰)，不过出了帝女花一定会买的！
文件传输小助理,女,好开心，呢部粤剧电影系B站上影。
到处踩坑的白菜,保密,呜呜呜呜呜呜，六块便宜了啊，气死我了
狗子的白菜,保密,卧槽小破站，我爱死你了，我找了好久都没有找到资源，你厉害
LuckyJayce,男,本来想带上爷爷奶奶买票支持的，结果上课回不来[大哭]爷爷开头还说了一下和平时唱的粤剧唱法不一样，结果坐着看完了全程[藏狐]奶奶也很喜欢看，觉得电影效果很新奇[呲牙]我觉得电影特效很棒，布景很厉害，背景音乐配合超赞[喜欢]演员不仅漂亮，唱功还了得，值了
麻婆豆付爱收藏,保密,"难得的有内涵的好片子【强】【强】【强】
道具精美，服饰配色，化妆特效，并配上动情的演唱和配词！这是我头次看完了整部以及各种讨论的戏剧，期间充满观赏性！期待能推出更多彰显我们自己的文化特色并富有深意的精良佳剧【强】【强】【强】"
九霄嫡仙,保密,这男的太踏马阴柔了[辣眼睛]
阿辉辉仔,保密,我不是买了吗？为什么要再买一次才能看？
kgd9071980,保密,有没有像我一样下载了电影又到B站刷码补票的？[doge]
小富贵子,保密,真的很棒啊啊啊啊！我要一直看！[给心心][给心心]
空条艾琳,保密,再刷，真是感慨，带着笑的别离，含着泪的打戏，更有惊鸿一般的一首首曲，我所期待的，这部电影都具备了。国产电影该受到这部电影的启发。
ianto109,保密,美得无与伦比
李之晨晨,保密,为何没有生殖隔离？为何后代是人形？[喜极而泣]
男朋友天天气人,女,救命好掉帧，我这手机带不动[笑哭]
什么ID都已经存在,保密,来支持我们的粤语文化了！这就付钱！
网民2205,男,买了票，本来去看的，公交坐反了，坐到钱塘江对面萧山去了。。。
空条艾琳,保密,"当时包场，哈哈
好看是真的好看，像我这种容易替人尴尬的，一点都没发作，很难得，再加上唱念做打俱佳，值得回味细品"
幽雅茹妮88,男,怎么不能下载整部啊，会员到期了不就看不了，感觉有点坑啊
除裤打捞仔,保密,付费永久就好了
星繁永夜,男,当时是去到等于包场，根本没人。。。作为电影还说还是太粤剧，为什么不考虑用实景呢？
Backy_suolan,女,看完了~真可惜没能在电影院看到[大哭]肯定会更加震撼
晚风O_0,男,只有七天额，买了能下载不？或者谁有渠道卖DVD的？
俺寻思の力,保密,为什么那么多人对歌剧趋之若鹜抬得高高的，却对自己民族的戏曲弃之如敝屣？ 崇洋媚外也不用到这种地步吧？
戴钉斩铁,男,当时冲着美术去的，果然没失望
满田果汁,男,很庆幸我点开看了。很美。
bili_21399112881,保密,昨天晚上看完了，唯一的特效不会让人讨厌的一步电影，我感觉是整体的艺术效果高于特效的结果，特效永远是为作品做陪衬的，这部电影做到了.
祝你进步愉快成长,保密,支持粤剧
我的偶像回来了,女,每一帧都是画，每一句都含情！第一次在网上付费看电影！12元，还能看7天，真好
赫尔辛基野猪,男,"我真笨，买了竟然忘记看。
那就再买一遍[doge]"
lalabaxili,保密,看到宣传说是第一次尝试戏曲电影结合颇有兴趣。于是其他商业片没去看唯独看了这个。专门去了家很偏的影院。整个影院只有4个人。梦一般的体验。后来白蛇缘起2也有法海对手戏也很不错 像在水墨中 梦境的感觉。
FG浮梗,男,整根灵芝草熬汤，一剂下去，许仙居然没补死。[微笑]
姜兔砸JR-,女,弹幕还有人问为什么没有普通话，看粤剧还要普通话？你用普通话唱粤剧的吗？[无语]
叶之题,男,6元7天体验?
IsilwenR,保密,白娘子让给你们了，小青太可爱了，青妹~跟我走，我家的大老鼠给你吃[脱单doge]
平躺喵喵,男,特效劝退
寻安寻欢,保密,说实话，弹幕一片说好的我没看直接就付费了，看下来也确实很值很优秀。喜欢就支持，不喜欢就不买，明码标价，不能啥都白嫖吧
美国人走线去朝鲜,保密,想看戏曲与电影技术结合的作品很久了，非常感谢能付诸实践的人。很多年轻人看了这部电影才开始领略到传统戏曲之美，这让我很欣慰。我相信类似的作品将会越来越多，越做越精良。矛盾才是白蛇传说的艺术灵魂，最害怕结局像以往那些作品一样非黑即白、是非分明。看完之后心里的石头才算落地，格局没有走窄，此真乃佳作也
bili56bili,保密,人都是女娲娘娘捏的，讲什么人妖殊途？
MroVc,保密,这只卖六块？[Cat_confuse]
枝越,女,眼泪哗哗的掉，谢谢主创和所有幕后工作人员[给心心]
SameFeeling,男,"领了10月的5B币券
尝试白嫖[星星眼]
居然要6B币
白嫖失败
5B币券+1B币就能看到了
准备充值
啊，居然不支持B币券
撤退[撇嘴]"
千百证婚人,保密,杜比+4k，很绝
董少Joey,保密,作为广东人，能看到本土传统文化与现代声光电结合得以推广，必须大力支持[奋斗][奋斗]
UID_208259,保密,买了之后忘了看[无语][无语]
吴瑬东敏,女,俺去看了的！真的很好看！呜呜呜 每一帧画面都绝美
冰然QAQ,女,画面太美了，美到不敢相信
daodaocdcamera,保密,差评！花了12买了因为会员等级不够居然不能给五星，这就操蛋[呆][呆]
灵月柳Gia,女,看不懂戏曲没关系，但是说看到就呕吐的我是无法理解的，如果我们都不关注不重视传统文化，所有人都不看，那么到时候其他国家的人盗取了我们的文化，又会在那里急的跳脚，发那种酸鸡言论于事无补。
凛冬冰雪,保密,"法海无耻,欺负弱女子"
蓝珏宇,保密,某些人不会欣赏戏曲不怪你，毕竟没受过教育嘛[嫌弃]！看到脑门上贴片就想吐，估计是患了某些不知名的病症，无知也无畏嘛！全剧歌舞片？粤剧！戏曲！嗯，难道连汉字也不会看[疑惑]？可能从小到大连一句戏曲都没听过[抠鼻]，可怜啊！全剧歌舞片，跟阿三也差不多。你可能除了阿三的歌舞片估计也不会知道世界上还有印度的梵剧、古希腊的悲喜剧、日本的能剧；美国百老汇的歌声魅影、大河之舞、猫等的舞台剧；电影里的音乐之声、雨中曲、爱乐之城这些歌舞片吧！无知其实无罪，但无知而不尊重人就很令人讨厌！你不喜欢这片可以，说句不喜欢之类就可以了，起码不会让人觉得你没礼貌没见识。尊重一下演员、制作、幕后工作人员的工作不是件很困难的事！
土火_,男,所以到底是越剧呢还是粤剧呢？
澜干十二曲,保密,没能在影院看上，这次终于满足了
飞奔的煎蛋,女,看的时候没哭，看完后过了一会嗷嗷哭[笑哭]，我是慢热吗？[笑哭]
turboYeung,保密,没钱  再见
铜须矮人,男,忘了那他那天买的了，7天不知道还差多少天
鸡肉大葱烤串,女,粤剧真的太美了……#白蛇传·情#
鸡肉大葱烤串,女,好美啊……#白蛇传·情#
布咕咕谷,保密,我去电影院看了，哭得我眼泪汪汪，很久没有看爱情片哭了，这片真的情真意美，不容错过！
正月初三小夜曲,保密,我咋总感觉像顺峰山的桥
橘子猫六,保密,为什么刷许仙渣男？？？哪里渣了？[辣眼睛]
氹孑氼亣巛,保密,看见这个我脑子里一直出现楚人美唱帝女花，我正常吗？
摄见射蠡园,保密,转晴
子日之乎者也,男,横批 慈心照世 楹联：“慈悲应生随缘化众硕德丰功留大地；舟以载物因圆果满上品竞界趋圣天”。
话秋千,男,我想问一下，是看一次买一次吗？
福生一日,男,如果看着特别喜欢，又带着说不出的熟悉感，那彦祖们上辈子肯定是达官显贵，勾起前世回忆了。[藏狐][藏狐][藏狐][doge][doge][doge]
福生一日,男,目前看到的最好看的电影。
水殿风来暗香满,保密,我在电影院看了，忍不住还想再看
水殿风来暗香满,保密,付6块能看多久呢？我点太快了没看清楚
本多囧忠胜,保密,还挺有意思的
正直绅士不好色,男,"艹付6块忘记看，结果现在看又要付6块[无语]
算了，也没多少"
波稻丶,保密,白洁
黑眉锦蛇,保密,"只有我一个人花屏吗？
就我一个人吗？？？？[呆]"
高老庄九齿钉耙,男,这剧真的很正啊！我一个不喜欢传统剧的都觉得渲染的太好了！！希望这样的剧越来越多！支持
时空中の小酒,男,白嫖5分钟[蛆音娘_滑稽]
STRAIGHT21UP,保密,太行了，简直无敌，我愿称之为YYDS
啊啊起名困难户,保密,当初在电影院看了，音效很好，水漫金山很震撼
cassblanca,男,真的是好看~！在电影院里面看非常的美。真的很国产~！支持~！
青菜吃豆腐,男,"佛门可是有双休之法和欢喜佛呢，而且历史上明朝及以前和尚可以娶妻生子喝酒吃肉（在天竺就这样），他们的色戒是不和自己妻子以外的女人厮混。
但是历朝都有和尚造反的还有勾搭公主的，还能收税（自己不用交税）还有僧兵 还有大量土地和寺庙，要不是咱们历史上的几次灭佛运动他们能老实？
肯定有信佛的会喷我，如果没有原因真的像现在一样四大皆空那历史上皇室主导的灭佛运动是闲着没事干了？？？
最关键的明朝皇帝朱元璋他当过和尚，但是做皇帝后也灭佛，你想过为什么吗？
你在看看日本历史上被佛教坑的（织田信长的第六天魔王的称号就是因为灭佛，那些和尚起的外号），还有现在的印度（虽然现在主要信印度教，但是以宗教为核心能好的了吗？！）"
熱血無賴,保密,好剧！
kaka88665,保密,我去电影院看的时候，只有我一个人。。。。
秃凉如火,保密,12元购买能下载吗
咸鱼又菜鸡,保密,六块钱亏死了能不能暂时把我大会员关了，让我花12块买[给心心]
曾院长请收我为徒,男,跪求重新院线拍片
黄少天老公叶修,保密,"近年来，总有改编神话的作品出现，难得有这样一部没有更改的作品出现，看完后才恍然发觉，还是原版的最好看也最动人。改编虽好，却也只是猎奇，爽一时而已，可对经典的破坏却巨大。真正的经典，原汁原味，却能跨越千百年经久不衰。
想到被改编的白蛇青蛇，大家都评论许仙不是许宣，许仙不值得，就好像真的有个前世情缘一般。可他们却忘了，白娘子嫁人是为了报恩来的，又岂是简简单单的“渣男痴女”4个字能说尽的？是许仙前世的善良救了白娘子，白娘子才来报恩。许仙被吓死也是纯属意外。许仙对白娘子的试探也是人之常情，试想，你要是发现老公你媳妇儿不是人，你能不好奇地去印证一下儿？这就叫渣了？一个渣字，就把基本的人性逻辑都推翻了？什么爱不爱的，先把人当个人看再说吧！
自古以来，白蛇传的演绎版本很多，人物性格也确实有多重解读，但起码都还有点儿逻辑，而且也都不仅仅讲情爱。现在改编成什么了呢？法海绝对是成魔了，他肯定喜欢小白；许仙懦弱，他配不上白娘子；小青最爱姐姐，永远在找法海和许仙报仇；白娘子永远的白月光。[tv_白眼]这么定式，脑子是从一个厂子里出来的吗。"
三块钱买串,保密,救命太美了太美了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
举起ffffff,保密,大家别再回复那些质疑收费的人的评论了，这是一部很美的电影，主创们诚意满满，优质的有诚意的创作值得付费以示尊重。一部这样用心的电影，下面的评论却都是讨论收费，不应该的。
喜欢吃柠檬的男神,保密,那天是惊蛰，满天花瓣
斟酒十分,保密,有个问题为什么付费了还只能七天观影啊
苏北是咸鱼,女,大家也多多支持文汝清老师的牡丹亭吧，嘿嘿嘿
我不能说的太多,男,期待很久了
可乐?,保密,拜托一定要再拍啊一定电影院支持
香蕉带芭乐,男,"看到雄黄酒那里挺多人撕的，舞台版里许仙敬第二杯酒的时候有一句台词，""此杯驱邪安胎，为我们孩儿祝祷。""不知道电影版为啥给删了。在许仙的认知里，雄黄酒就是对身体有益的，别随便把现代医学知识带进去。"
YAOQING团子,女,什么时候把其他的戏剧都安排一下 我的钱包已经饥渴难耐了
awsl多少次,男,[笑哭]7天就过了 这看完就没了啊
明月安桥下,保密,之前看到预告就一直想看了，可惜我们这边没有排片，现在终于看到了。服装和造型相当唯美，布景特效也非常有意境，唱腔和舞蹈让人感官非常享受。
X星野,保密,我大中华文化博大精深
LLK绅士,保密,35w赞，币才9w？别收着啊！顶起来！
食味幸也,保密,"进驻b站半月，超过七百万的播放量。好不好，观众的眼睛是雪亮的!     今年国内戏曲界最大的盛事，莫过于此剧能得到大家的认可和喜爱！
也是宣传和推广国粹剧的一次大的成功!"
Daved大可,男,幸好在影院看了
窝稀饭双马尾,男,这么好看的电影就不白嫖了[doge]
笨蛋王牌小荣同学,保密,"喜欢这一版，这版法海就像是站在人妖两界中间的执法者，不越界就没事，越界了不搞事也不会直接开收，只是口头警告，毕竟妖会法术，心术不正的话，动动手指就能搞死一大片人类，祸及人间，其他版本法海是站在人类这边，整天降妖除魔，是妖就得除，人妖不两立那种，像个反派
白素贞都水漫金山了，要不是法海更胜一筹，早就浮尸一片了"
华夏多元宇宙,保密,支持传统文化
不问归处大大大大号,保密,电影院看了，还好我没错过，是真的好看
遥星木子,女,我真的不觉得许仙是渣男[藏狐]说实话看见一群人骂他真的很不舒服[藏狐]
幸运星幸运年,保密,好看！美！
一觉再睡不醒,保密,在电影院看的！！真的真的巨无敌好看，构图绝了，一拍每张都是壁纸。传统与现代一次相当成功的融合！喜欢青妹！！！！
事後小诸葛,男,一看到这部电影就想起我前女友，本来是想两个人一起去电影院看的
秋枍安,保密,这是买了只能看七天？
姚远,保密,不好看
春天猪鼻子,女,要看粤剧还是要去看舞台剧表演.....如果改成动漫应该很叫座
zoobaby1,保密,求求那些大导演大制作，到这里来看看。多学学这部电影吧，找那些专业的武打演员来拍动作片吧
噜噜最伟大,保密,电影院看的，非常棒
lichianty,男,我了个去！！用平板看，开了杜比音效之后，音效简直炸裂[星星眼]
寄回家白化病,保密,每一帧都是海报级别的 国粹的魂在这里
沙小千,保密,我去电影院看了，虽然情节比较，有预见性，但还是美呀，感动呀，好哭哇
咕噜咕噜的蛤蜊,女,为什么听起来像广东人说话的感觉
三山齐青,女,非常优秀的作品，当时全市一天有三场，去看了贡献票房*2。提几个缺点，一是电影里有一幕是庭院，居然是做的枯山水，真的非常败兴，二是色彩搭配有待提高，有几幕特效真的饱和度爆炸很晃眼，三也是颜色问题，最后一场雪地戏，小青的那个衣服的颜色，有的机位拍是偏蓝的，有的机位拍是偏绿的。
暖暖de瑜,保密,在保护传统文化方面，广东还是走在前列的。
Leefier,保密,一生的浪漫是包场看了白蛇，敏姐up
东陵玉马甲,保密,人物眼神，表情，体态，爱了爱了。飞的感觉真的太美，突然看不下那些普通演员的演技了
印斯茅斯的泡沫,男,几块钱花得太值了
不吸血的蚊子大大,女,啊啊啊啊啊啊根本没得拍片！当时好像去电影院看！！！！
我是大神的,保密,绝美啊[大哭]
冷阳_寒人心,保密,6块钱赚大了。
谁还没个纸壳子,保密,枯山水是中国的，起源唐朝，唐朝园林很多都在用，怎么就成日本的了？他们偷你们这群二鬼子也帮着偷？
每个昵称都被使用了,保密,要6块钱的[doge]
